,Age,EmployeeNumber,MaritalStatus,count
0,23.555555555555557,114.83333333333333,Divorced,3
1,23.555555555555557,114.83333333333333,Married,9
2,23.555555555555557,114.83333333333333,Single,6
3,22.31578947368421,371.57894736842104,Divorced,5
4,22.31578947368421,371.57894736842104,Married,4
5,22.31578947368421,371.57894736842104,Single,10
6,27.842105263157894,156.47368421052633,Divorced,4
7,27.842105263157894,156.47368421052633,Married,8
8,27.842105263157894,156.47368421052633,Single,7
9,30.352941176470587,118.0,Divorced,6
10,30.352941176470587,118.0,Married,5
11,30.352941176470587,118.0,Single,6
12,22.68421052631579,617.3684210526316,Divorced,1
13,22.68421052631579,617.3684210526316,Married,10
14,22.68421052631579,617.3684210526316,Single,8
15,22.736842105263158,879.3157894736842,Divorced,2
16,22.736842105263158,879.3157894736842,Married,8
17,22.736842105263158,879.3157894736842,Single,9
18,31.157894736842106,915.0,Divorced,4
19,31.157894736842106,915.0,Married,12
20,31.157894736842106,915.0,Single,3
21,23.05263157894737,1111.2105263157894,Divorced,2
22,23.05263157894737,1111.2105263157894,Married,8
23,23.05263157894737,1111.2105263157894,Single,9
24,23.11111111111111,1660.5555555555557,Divorced,4
25,23.11111111111111,1660.5555555555557,Married,6
26,23.11111111111111,1660.5555555555557,Single,8
27,23.736842105263158,1921.7894736842106,Divorced,2
28,23.736842105263158,1921.7894736842106,Married,7
29,23.736842105263158,1921.7894736842106,Single,10
30,36.421052631578945,110.84210526315789,Divorced,6
31,36.421052631578945,110.84210526315789,Married,7
32,36.421052631578945,110.84210526315789,Single,6
33,36.588235294117645,379.4117647058824,Divorced,6
34,36.588235294117645,379.4117647058824,Married,6
35,36.588235294117645,379.4117647058824,Single,5
36,36.333333333333336,893.8666666666667,Divorced,3
37,36.333333333333336,893.8666666666667,Married,8
38,36.333333333333336,893.8666666666667,Single,4
39,36.888888888888886,1490.7222222222222,Divorced,2
40,36.888888888888886,1490.7222222222222,Married,9
41,36.888888888888886,1490.7222222222222,Single,7
42,44.63157894736842,1637.157894736842,Divorced,6
43,44.63157894736842,1637.157894736842,Married,9
44,44.63157894736842,1637.157894736842,Single,4
45,28.6,362.4,Divorced,1
46,28.6,362.4,Married,3
47,28.6,362.4,Single,6
48,28.1,455.4,Divorced,1
49,28.1,455.4,Married,5
50,28.1,455.4,Single,4
51,33.833333333333336,42.55555555555556,Divorced,3
52,33.833333333333336,42.55555555555556,Married,8
53,33.833333333333336,42.55555555555556,Single,7
54,33.388888888888886,144.27777777777777,Divorced,2
55,33.388888888888886,144.27777777777777,Married,7
56,33.388888888888886,144.27777777777777,Single,9
57,31.0,289.38461538461536,Divorced,2
58,31.0,289.38461538461536,Married,6
59,31.0,289.38461538461536,Single,5
60,33.76923076923077,288.6923076923077,Divorced,1
61,33.76923076923077,288.6923076923077,Married,8
62,33.76923076923077,288.6923076923077,Single,4
63,32.0,397.38461538461536,Divorced,3
64,32.0,397.38461538461536,Married,8
65,32.0,397.38461538461536,Single,2
66,31.857142857142858,460.2857142857143,Divorced,2
67,31.857142857142858,460.2857142857143,Married,5
68,31.857142857142858,460.2857142857143,Single,7
69,27.272727272727273,562.6363636363636,Divorced,6
70,27.272727272727273,562.6363636363636,Married,2
71,27.272727272727273,562.6363636363636,Single,3
72,27.416666666666668,700.9166666666666,Divorced,5
73,27.416666666666668,700.9166666666666,Married,4
74,27.416666666666668,700.9166666666666,Single,3
75,27.727272727272727,806.2727272727273,Divorced,3
76,27.727272727272727,806.2727272727273,Married,5
77,27.727272727272727,806.2727272727273,Single,3
78,27.75,923.25,Divorced,4
79,27.75,923.25,Married,4
80,27.75,923.25,Single,4
81,31.166666666666668,536.4166666666666,Divorced,1
82,31.166666666666668,536.4166666666666,Married,6
83,31.166666666666668,536.4166666666666,Single,5
84,32.916666666666664,588.9166666666666,Divorced,5
85,32.916666666666664,588.9166666666666,Married,4
86,32.916666666666664,588.9166666666666,Single,3
87,31.181818181818183,683.8181818181819,Divorced,5
88,31.181818181818183,683.8181818181819,Married,4
89,31.181818181818183,683.8181818181819,Single,2
90,34.142857142857146,685.8571428571429,Divorced,4
91,34.142857142857146,685.8571428571429,Married,3
92,34.142857142857146,685.8571428571429,Single,7
93,34.0,817.2,Divorced,2
94,34.0,817.2,Married,4
95,34.0,817.2,Single,9
96,34.13333333333333,954.8,Divorced,6
97,34.13333333333333,954.8,Married,5
98,34.13333333333333,954.8,Single,4
99,21.5,1362.7,Married,3
100,21.5,1362.7,Single,7
101,25.3,1352.6,Married,4
102,25.3,1352.6,Single,6
103,28.083333333333332,1103.25,Divorced,5
104,28.083333333333332,1103.25,Married,5
105,28.083333333333332,1103.25,Single,2
106,28.25,1211.8333333333333,Divorced,5
107,28.25,1211.8333333333333,Married,7
108,27.916666666666668,1355.5833333333333,Divorced,1
109,27.916666666666668,1355.5833333333333,Married,5
110,27.916666666666668,1355.5833333333333,Single,6
111,28.333333333333332,1498.5833333333333,Divorced,2
112,28.333333333333332,1498.5833333333333,Married,5
113,28.333333333333332,1498.5833333333333,Single,5
114,32.63636363636363,1057.8181818181818,Divorced,3
115,32.63636363636363,1057.8181818181818,Married,3
116,32.63636363636363,1057.8181818181818,Single,5
117,33.5,1139.0,Divorced,1
118,33.5,1139.0,Married,6
119,33.5,1139.0,Single,5
120,30.8,1231.5,Divorced,3
121,30.8,1231.5,Married,4
122,30.8,1231.5,Single,3
123,34.07142857142857,1239.7142857142858,Divorced,3
124,34.07142857142857,1239.7142857142858,Married,9
125,34.07142857142857,1239.7142857142858,Single,2
126,31.0,1356.2727272727273,Divorced,2
127,31.0,1356.2727272727273,Married,6
128,31.0,1356.2727272727273,Single,3
129,30.916666666666668,1471.5833333333333,Divorced,3
130,30.916666666666668,1471.5833333333333,Married,3
131,30.916666666666668,1471.5833333333333,Single,6
132,34.25,1384.8333333333333,Divorced,3
133,34.25,1384.8333333333333,Married,5
134,34.25,1384.8333333333333,Single,4
135,33.76923076923077,1508.0,Divorced,1
136,33.76923076923077,1508.0,Married,7
137,33.76923076923077,1508.0,Single,5
138,28.615384615384617,1610.1538461538462,Divorced,4
139,28.615384615384617,1610.1538461538462,Married,6
140,28.615384615384617,1610.1538461538462,Single,3
141,29.153846153846153,1762.6153846153845,Divorced,3
142,29.153846153846153,1762.6153846153845,Married,5
143,29.153846153846153,1762.6153846153845,Single,5
144,28.307692307692307,1866.3076923076924,Divorced,3
145,28.307692307692307,1866.3076923076924,Married,5
146,28.307692307692307,1866.3076923076924,Single,5
147,28.214285714285715,1976.857142857143,Divorced,1
148,28.214285714285715,1976.857142857143,Married,8
149,28.214285714285715,1976.857142857143,Single,5
150,34.0,1573.909090909091,Divorced,1
151,34.0,1573.909090909091,Married,7
152,34.0,1573.909090909091,Single,3
153,33.833333333333336,1636.4166666666667,Divorced,5
154,33.833333333333336,1636.4166666666667,Married,5
155,33.833333333333336,1636.4166666666667,Single,2
156,31.454545454545453,1733.909090909091,Married,7
157,31.454545454545453,1733.909090909091,Single,4
158,33.75,1733.4166666666667,Divorced,3
159,33.75,1733.4166666666667,Married,5
160,33.75,1733.4166666666667,Single,4
161,31.636363636363637,1882.5454545454545,Divorced,4
162,31.636363636363637,1882.5454545454545,Married,3
163,31.636363636363637,1882.5454545454545,Single,4
164,34.416666666666664,1872.6666666666667,Divorced,1
165,34.416666666666664,1872.6666666666667,Married,9
166,34.416666666666664,1872.6666666666667,Single,2
167,31.5,1993.9166666666667,Divorced,2
168,31.5,1993.9166666666667,Married,6
169,31.5,1993.9166666666667,Single,4
170,34.25,2011.75,Divorced,3
171,34.25,2011.75,Married,7
172,34.25,2011.75,Single,2
173,39.53846153846154,94.38461538461539,Divorced,3
174,39.53846153846154,94.38461538461539,Married,5
175,39.53846153846154,94.38461538461539,Single,5
176,39.61538461538461,245.92307692307693,Divorced,3
177,39.61538461538461,245.92307692307693,Married,7
178,39.61538461538461,245.92307692307693,Single,3
179,38.5,394.5833333333333,Divorced,6
180,38.5,394.5833333333333,Married,5
181,38.5,394.5833333333333,Single,1
182,41.25,384.875,Divorced,5
183,41.25,384.875,Married,5
184,41.25,384.875,Single,6
185,36.7,531.4,Divorced,1
186,36.7,531.4,Married,6
187,36.7,531.4,Single,3
188,37.18181818181818,681.0,Divorced,2
189,37.18181818181818,681.0,Married,5
190,37.18181818181818,681.0,Single,4
191,40.75,527.4166666666666,Divorced,4
192,40.75,527.4166666666666,Married,7
193,40.75,527.4166666666666,Single,1
194,40.583333333333336,653.0833333333334,Divorced,2
195,40.583333333333336,653.0833333333334,Married,6
196,40.583333333333336,653.0833333333334,Single,4
197,40.06666666666667,813.6,Divorced,3
198,40.06666666666667,813.6,Married,7
199,40.06666666666667,813.6,Single,5
200,39.733333333333334,969.2666666666667,Divorced,4
201,39.733333333333334,969.2666666666667,Married,5
202,39.733333333333334,969.2666666666667,Single,6
203,45.45454545454545,58.72727272727273,Divorced,4
204,45.45454545454545,58.72727272727273,Married,4
205,45.45454545454545,58.72727272727273,Single,3
206,45.0,183.36363636363637,Divorced,4
207,45.0,183.36363636363637,Married,4
208,45.0,183.36363636363637,Single,3
209,45.45454545454545,330.54545454545456,Divorced,3
210,45.45454545454545,330.54545454545456,Married,7
211,45.45454545454545,330.54545454545456,Single,1
212,45.90909090909091,446.09090909090907,Divorced,2
213,45.90909090909091,446.09090909090907,Married,5
214,45.90909090909091,446.09090909090907,Single,4
215,50.6,137.5,Divorced,1
216,50.6,137.5,Married,4
217,50.6,137.5,Single,5
218,56.06666666666667,107.66666666666667,Divorced,2
219,56.06666666666667,107.66666666666667,Married,8
220,56.06666666666667,107.66666666666667,Single,5
221,51.0,319.5833333333333,Divorced,3
222,51.0,319.5833333333333,Married,5
223,51.0,319.5833333333333,Single,4
224,55.92857142857143,329.85714285714283,Divorced,4
225,55.92857142857143,329.85714285714283,Married,7
226,55.92857142857143,329.85714285714283,Single,3
227,45.27272727272727,565.3636363636364,Divorced,4
228,45.27272727272727,565.3636363636364,Married,7
229,45.09090909090909,699.2727272727273,Divorced,3
230,45.09090909090909,699.2727272727273,Married,5
231,45.09090909090909,699.2727272727273,Single,3
232,44.90909090909091,852.0909090909091,Divorced,1
233,44.90909090909091,852.0909090909091,Married,6
234,44.90909090909091,852.0909090909091,Single,4
235,46.27272727272727,982.0909090909091,Divorced,4
236,46.27272727272727,982.0909090909091,Married,3
237,46.27272727272727,982.0909090909091,Single,4
238,50.416666666666664,603.0833333333334,Divorced,2
239,50.416666666666664,603.0833333333334,Married,8
240,50.416666666666664,603.0833333333334,Single,2
241,50.61538461538461,882.0769230769231,Divorced,2
242,50.61538461538461,882.0769230769231,Married,11
243,55.92307692307692,617.5384615384615,Divorced,1
244,55.92307692307692,617.5384615384615,Married,7
245,55.92307692307692,617.5384615384615,Single,5
246,55.0,885.4615384615385,Divorced,4
247,55.0,885.4615384615385,Married,4
248,55.0,885.4615384615385,Single,5
249,37.1,1067.0,Divorced,3
250,37.1,1067.0,Married,3
251,37.1,1067.0,Single,4
252,36.6,1208.8,Divorced,3
253,36.6,1208.8,Married,4
254,36.6,1208.8,Single,3
255,40.5,1096.0,Divorced,2
256,40.5,1096.0,Married,6
257,40.5,1096.0,Single,4
258,40.69230769230769,1234.2307692307693,Divorced,3
259,40.69230769230769,1234.2307692307693,Married,5
260,40.69230769230769,1234.2307692307693,Single,5
261,40.357142857142854,1374.2857142857142,Divorced,5
262,40.357142857142854,1374.2857142857142,Married,6
263,40.357142857142854,1374.2857142857142,Single,3
264,40.357142857142854,1532.7857142857142,Divorced,3
265,40.357142857142854,1532.7857142857142,Married,5
266,40.357142857142854,1532.7857142857142,Single,6
267,36.90909090909091,1659.7272727272727,Divorced,1
268,36.90909090909091,1659.7272727272727,Married,8
269,36.90909090909091,1659.7272727272727,Single,2
270,37.09090909090909,1766.909090909091,Divorced,4
271,37.09090909090909,1766.909090909091,Married,5
272,37.09090909090909,1766.909090909091,Single,2
273,39.90909090909091,1662.0,Divorced,1
274,39.90909090909091,1662.0,Married,5
275,39.90909090909091,1662.0,Single,5
276,40.333333333333336,1792.8333333333333,Divorced,6
277,40.333333333333336,1792.8333333333333,Married,3
278,40.333333333333336,1792.8333333333333,Single,3
279,36.9,1903.2,Divorced,2
280,36.9,1903.2,Married,6
281,36.9,1903.2,Single,2
282,37.0,2020.7272727272727,Divorced,2
283,37.0,2020.7272727272727,Married,9
284,40.583333333333336,1920.0833333333333,Divorced,3
285,40.583333333333336,1920.0833333333333,Married,6
286,40.583333333333336,1920.0833333333333,Single,3
287,40.23076923076923,2026.923076923077,Divorced,2
288,40.23076923076923,2026.923076923077,Married,8
289,40.23076923076923,2026.923076923077,Single,3
290,43.6,1165.9,Divorced,1
291,43.6,1165.9,Married,5
292,43.6,1165.9,Single,4
293,46.0,1141.8333333333333,Divorced,3
294,46.0,1141.8333333333333,Married,6
295,46.0,1141.8333333333333,Single,3
296,43.8,1380.1,Divorced,1
297,43.8,1380.1,Married,4
298,43.8,1380.1,Single,5
299,46.333333333333336,1377.6666666666667,Divorced,3
300,46.333333333333336,1377.6666666666667,Married,4
301,46.333333333333336,1377.6666666666667,Single,5
302,50.75,1111.75,Divorced,1
303,50.75,1111.75,Married,9
304,50.75,1111.75,Single,2
305,50.84615384615385,1383.3846153846155,Divorced,3
306,50.84615384615385,1383.3846153846155,Married,5
307,50.84615384615385,1383.3846153846155,Single,5
308,56.333333333333336,1133.1666666666667,Divorced,3
309,56.333333333333336,1133.1666666666667,Married,6
310,56.333333333333336,1133.1666666666667,Single,3
311,56.30769230769231,1372.3846153846155,Divorced,3
312,56.30769230769231,1372.3846153846155,Married,6
313,56.30769230769231,1372.3846153846155,Single,4
314,44.4,1799.9,Divorced,2
315,44.4,1799.9,Married,5
316,44.4,1799.9,Single,3
317,44.7,1920.5,Divorced,2
318,44.7,1920.5,Married,5
319,44.7,1920.5,Single,3
320,48.25,1614.5,Divorced,3
321,48.25,1614.5,Married,8
322,48.25,1614.5,Single,1
323,47.69230769230769,1867.5384615384614,Divorced,2
324,47.69230769230769,1867.5384615384614,Married,8
325,47.69230769230769,1867.5384615384614,Single,3
326,53.2,1642.6,Divorced,4
327,53.2,1642.6,Married,10
328,53.2,1642.6,Single,1
329,54.6875,1950.625,Divorced,5
330,54.6875,1950.625,Married,8
331,54.6875,1950.625,Single,3
