,Age,EmployeeNumber,MaritalStatus,count
0,21.285714285714285,111.71428571428571,Divorced,2
1,21.285714285714285,111.71428571428571,Married,1
2,21.285714285714285,111.71428571428571,Single,4
3,19.666666666666668,370.0,Single,9
4,28.0,51.0,Divorced,2
5,28.0,51.0,Married,3
6,28.0,51.0,Single,4
7,30.5,62.25,Divorced,3
8,30.5,62.25,Married,1
9,30.5,62.25,Single,4
10,30.22222222222222,167.55555555555554,Divorced,3
11,30.22222222222222,167.55555555555554,Married,4
12,30.22222222222222,167.55555555555554,Single,2
13,20.77777777777778,632.3333333333334,Married,3
14,20.77777777777778,632.3333333333334,Single,6
15,20.285714285714285,939.1428571428571,Married,2
16,20.285714285714285,939.1428571428571,Single,5
17,30.0,548.5,Married,3
18,30.0,548.5,Single,5
19,31.22222222222222,857.7777777777778,Divorced,3
20,31.22222222222222,857.7777777777778,Married,5
21,31.22222222222222,857.7777777777778,Single,1
22,20.333333333333332,1119.111111111111,Married,2
23,20.333333333333332,1119.111111111111,Single,7
24,30.666666666666668,1076.1666666666667,Married,4
25,30.666666666666668,1076.1666666666667,Single,2
26,21.444444444444443,1655.7777777777778,Divorced,1
27,21.444444444444443,1655.7777777777778,Married,2
28,21.444444444444443,1655.7777777777778,Single,6
29,24.77777777777778,1665.3333333333333,Divorced,3
30,24.77777777777778,1665.3333333333333,Married,4
31,24.77777777777778,1665.3333333333333,Single,2
32,21.5,1914.125,Married,2
33,21.5,1914.125,Single,6
34,32.142857142857146,1607.142857142857,Divorced,2
35,32.142857142857146,1607.142857142857,Married,4
36,32.142857142857146,1607.142857142857,Single,1
37,36.333333333333336,54.55555555555556,Divorced,2
38,36.333333333333336,54.55555555555556,Married,4
39,36.333333333333336,54.55555555555556,Single,3
40,36.625,330.0,Divorced,3
41,36.625,330.0,Married,3
42,36.625,330.0,Single,2
43,36.55555555555556,423.3333333333333,Divorced,3
44,36.55555555555556,423.3333333333333,Married,3
45,36.55555555555556,423.3333333333333,Single,3
46,36.285714285714285,835.1428571428571,Divorced,2
47,36.285714285714285,835.1428571428571,Married,4
48,36.285714285714285,835.1428571428571,Single,1
49,36.375,945.25,Divorced,1
50,36.375,945.25,Married,4
51,36.375,945.25,Single,3
52,43.5,114.125,Divorced,3
53,43.5,114.125,Married,4
54,43.5,114.125,Single,1
55,43.2,409.6,Divorced,2
56,43.2,409.6,Married,2
57,43.2,409.6,Single,1
58,43.333333333333336,636.5555555555555,Divorced,4
59,43.333333333333336,636.5555555555555,Married,3
60,43.333333333333336,636.5555555555555,Single,2
61,43.5,884.0,Divorced,1
62,43.5,884.0,Married,4
63,43.5,884.0,Single,1
64,36.77777777777778,1404.4444444444443,Divorced,2
65,36.77777777777778,1404.4444444444443,Married,3
66,36.77777777777778,1404.4444444444443,Single,4
67,37.0,1577.0,Married,6
68,37.0,1577.0,Single,3
69,44.77777777777778,1575.6666666666667,Divorced,3
70,44.77777777777778,1575.6666666666667,Married,4
71,44.77777777777778,1575.6666666666667,Single,2
72,24.8,65.2,Divorced,1
73,24.8,65.2,Married,3
74,24.8,65.2,Single,1
75,25.166666666666668,159.83333333333334,Married,5
76,25.166666666666668,159.83333333333334,Single,1
77,24.0,320.8,Divorced,3
78,24.0,320.8,Married,2
79,25.4,425.2,Divorced,2
80,25.4,425.2,Married,2
81,25.4,425.2,Single,1
82,27.6,220.8,Divorced,2
83,27.6,220.8,Married,3
84,27.8,282.0,Married,2
85,27.8,282.0,Single,3
86,28.8,337.2,Divorced,1
87,28.8,337.2,Married,1
88,28.8,337.2,Single,3
89,28.4,387.6,Married,2
90,28.4,387.6,Single,3
91,27.2,443.6,Married,3
92,27.2,443.6,Single,2
93,29.0,467.2,Divorced,1
94,29.0,467.2,Married,2
95,29.0,467.2,Single,2
96,32.57142857142857,33.0,Divorced,1
97,32.57142857142857,33.0,Married,2
98,32.57142857142857,33.0,Single,4
99,32.125,148.125,Divorced,1
100,32.125,148.125,Married,3
101,32.125,148.125,Single,4
102,30.833333333333332,254.5,Divorced,1
103,30.833333333333332,254.5,Married,3
104,30.833333333333332,254.5,Single,2
105,31.142857142857142,319.2857142857143,Divorced,1
106,31.142857142857142,319.2857142857143,Married,3
107,31.142857142857142,319.2857142857143,Single,3
108,33.0,298.3333333333333,Married,5
109,33.0,298.3333333333333,Single,1
110,34.42857142857143,280.42857142857144,Divorced,1
111,34.42857142857143,280.42857142857144,Married,3
112,34.42857142857143,280.42857142857144,Single,3
113,32.0,370.5,Divorced,2
114,32.0,370.5,Married,2
115,32.0,370.5,Single,2
116,32.0,420.42857142857144,Divorced,1
117,32.0,420.42857142857144,Married,6
118,30.571428571428573,458.14285714285717,Divorced,2
119,30.571428571428573,458.14285714285717,Married,3
120,30.571428571428573,458.14285714285717,Single,2
121,33.142857142857146,462.42857142857144,Married,2
122,33.142857142857146,462.42857142857144,Single,5
123,24.4,551.6,Divorced,1
124,24.4,551.6,Married,2
125,24.4,551.6,Single,2
126,24.4,656.2,Married,5
127,23.666666666666668,777.6666666666666,Divorced,1
128,23.666666666666668,777.6666666666666,Married,2
129,23.666666666666668,777.6666666666666,Single,3
130,24.666666666666668,911.1666666666666,Divorced,1
131,24.666666666666668,911.1666666666666,Married,4
132,24.666666666666668,911.1666666666666,Single,1
133,26.0,583.6,Divorced,3
134,26.0,583.6,Single,2
135,28.333333333333332,545.1666666666666,Divorced,3
136,28.333333333333332,545.1666666666666,Married,2
137,28.333333333333332,545.1666666666666,Single,1
138,27.0,673.1666666666666,Divorced,2
139,27.0,673.1666666666666,Married,3
140,27.0,673.1666666666666,Single,1
141,27.833333333333332,728.6666666666666,Divorced,3
142,27.833333333333332,728.6666666666666,Married,1
143,27.833333333333332,728.6666666666666,Single,2
144,26.6,799.2,Divorced,2
145,26.6,799.2,Married,1
146,26.6,799.2,Single,2
147,28.666666666666668,812.1666666666666,Divorced,1
148,28.666666666666668,812.1666666666666,Married,4
149,28.666666666666668,812.1666666666666,Single,1
150,27.833333333333332,881.8333333333334,Divorced,3
151,27.833333333333332,881.8333333333334,Married,2
152,27.833333333333332,881.8333333333334,Single,1
153,27.666666666666668,964.6666666666666,Divorced,1
154,27.666666666666668,964.6666666666666,Married,2
155,27.666666666666668,964.6666666666666,Single,3
156,31.75,575.5,Divorced,3
157,31.75,575.5,Married,4
158,31.75,575.5,Single,1
159,34.375,564.0,Divorced,3
160,34.375,564.0,Married,3
161,34.375,564.0,Single,2
162,31.0,639.0,Divorced,3
163,31.0,639.0,Married,2
164,31.333333333333332,721.1666666666666,Divorced,2
165,31.333333333333332,721.1666666666666,Married,2
166,31.333333333333332,721.1666666666666,Single,2
167,34.142857142857146,652.5714285714286,Divorced,2
168,34.142857142857146,652.5714285714286,Married,2
169,34.142857142857146,652.5714285714286,Single,3
170,34.142857142857146,719.1428571428571,Divorced,2
171,34.142857142857146,719.1428571428571,Married,1
172,34.142857142857146,719.1428571428571,Single,4
173,31.4,942.2,Married,4
174,31.4,942.2,Single,1
175,30.8,990.8,Divorced,1
176,30.8,990.8,Married,3
177,30.8,990.8,Single,1
178,34.0,793.5714285714286,Divorced,1
179,34.0,793.5714285714286,Married,2
180,34.0,793.5714285714286,Single,4
181,34.0,837.875,Divorced,1
182,34.0,837.875,Married,2
183,34.0,837.875,Single,5
184,34.285714285714285,912.1428571428571,Divorced,3
185,34.285714285714285,912.1428571428571,Married,3
186,34.285714285714285,912.1428571428571,Single,1
187,34.0,992.125,Divorced,3
188,34.0,992.125,Married,2
189,34.0,992.125,Single,3
190,26.0,1051.8,Divorced,1
191,26.0,1051.8,Married,3
192,26.0,1051.8,Single,1
193,25.0,1156.4,Divorced,1
194,25.0,1156.4,Married,3
195,25.0,1156.4,Single,1
196,20.4,1258.4,Married,1
197,20.4,1258.4,Single,4
198,22.6,1467.0,Married,2
199,22.6,1467.0,Single,3
200,25.2,1289.8,Married,1
201,25.2,1289.8,Single,4
202,25.4,1415.4,Married,3
203,25.4,1415.4,Single,2
