,Age,EmployeeNumber,MaritalStatus,count
0,22.91891891891892,246.67567567567568,Divorced,8
1,22.91891891891892,246.67567567567568,Married,13
2,22.91891891891892,246.67567567567568,Single,16
3,23.43243243243243,1794.7027027027027,Divorced,6
4,23.43243243243243,1794.7027027027027,Married,13
5,23.43243243243243,1794.7027027027027,Single,18
6,38.82608695652174,1970.6739130434783,Divorced,9
7,38.82608695652174,1970.6739130434783,Married,29
8,38.82608695652174,1970.6739130434783,Single,8
9,28.35,408.9,Divorced,2
10,28.35,408.9,Married,8
11,28.35,408.9,Single,10
12,30.352941176470587,118.0,Divorced,6
13,30.352941176470587,118.0,Married,5
14,30.352941176470587,118.0,Single,6
15,22.68421052631579,617.3684210526316,Divorced,1
16,22.68421052631579,617.3684210526316,Married,10
17,22.68421052631579,617.3684210526316,Single,8
18,26.0,694.2727272727273,Divorced,4
19,26.0,694.2727272727273,Married,3
20,26.0,694.2727272727273,Single,4
21,28.02857142857143,768.8857142857142,Divorced,14
22,28.02857142857143,768.8857142857142,Married,12
23,28.02857142857143,768.8857142857142,Single,9
24,32.84,684.96,Divorced,9
25,32.84,684.96,Married,7
26,32.84,684.96,Single,9
27,31.157894736842106,915.0,Divorced,4
28,31.157894736842106,915.0,Married,12
29,31.157894736842106,915.0,Single,3
30,34.06666666666667,886.0,Divorced,8
31,34.06666666666667,886.0,Married,9
32,34.06666666666667,886.0,Single,13
33,25.523809523809526,1076.3809523809523,Divorced,6
34,25.523809523809526,1076.3809523809523,Married,8
35,25.523809523809526,1076.3809523809523,Single,7
36,25.863636363636363,1318.3636363636363,Divorced,4
37,25.863636363636363,1318.3636363636363,Married,8
38,25.863636363636363,1318.3636363636363,Single,10
39,27.045454545454547,1475.8181818181818,Divorced,2
40,27.045454545454547,1475.8181818181818,Married,9
41,27.045454545454547,1475.8181818181818,Single,11
42,30.956521739130434,1416.4347826086957,Divorced,5
43,30.956521739130434,1416.4347826086957,Married,9
44,30.956521739130434,1416.4347826086957,Single,9
45,40.07142857142857,389.0357142857143,Divorced,11
46,40.07142857142857,389.0357142857143,Married,10
47,40.07142857142857,389.0357142857143,Single,7
48,45.18181818181818,632.3181818181819,Divorced,7
49,45.18181818181818,632.3181818181819,Married,12
50,45.18181818181818,632.3181818181819,Single,3
51,53.28,610.6,Divorced,3
52,53.28,610.6,Married,15
53,53.28,610.6,Single,7
54,52.80769230769231,883.7692307692307,Divorced,6
55,52.80769230769231,883.7692307692307,Married,15
56,52.80769230769231,883.7692307692307,Single,5
57,36.888888888888886,1490.7222222222222,Divorced,2
58,36.888888888888886,1490.7222222222222,Married,9
59,36.888888888888886,1490.7222222222222,Single,7
60,50.8,1253.0,Divorced,4
61,50.8,1253.0,Married,14
62,50.8,1253.0,Single,7
63,47.96,1746.08,Divorced,5
64,47.96,1746.08,Married,16
65,47.96,1746.08,Single,4
66,53.96774193548387,1801.5806451612902,Divorced,9
67,53.96774193548387,1801.5806451612902,Married,18
68,53.96774193548387,1801.5806451612902,Single,4
69,28.0,51.0,Divorced,2
70,28.0,51.0,Married,3
71,28.0,51.0,Single,4
72,27.7,251.4,Divorced,2
73,27.7,251.4,Married,5
74,27.7,251.4,Single,3
75,33.833333333333336,42.55555555555556,Divorced,3
76,33.833333333333336,42.55555555555556,Married,8
77,33.833333333333336,42.55555555555556,Single,7
78,33.76923076923077,288.6923076923077,Divorced,1
79,33.76923076923077,288.6923076923077,Married,8
80,33.76923076923077,288.6923076923077,Single,4
81,32.0,397.38461538461536,Divorced,3
82,32.0,397.38461538461536,Married,8
83,32.0,397.38461538461536,Single,2
84,31.857142857142858,460.2857142857143,Divorced,2
85,31.857142857142858,460.2857142857143,Married,5
86,31.857142857142858,460.2857142857143,Single,7
87,23.77777777777778,807.8888888888889,Divorced,1
88,23.77777777777778,807.8888888888889,Married,4
89,23.77777777777778,807.8888888888889,Single,4
90,21.8,943.6,Divorced,1
91,21.8,943.6,Married,4
92,21.8,943.6,Single,5
93,31.166666666666668,536.4166666666666,Divorced,1
94,31.166666666666668,536.4166666666666,Married,6
95,31.166666666666668,536.4166666666666,Single,5
96,32.916666666666664,588.9166666666666,Divorced,5
97,32.916666666666664,588.9166666666666,Married,4
98,32.916666666666664,588.9166666666666,Single,3
99,26.818181818181817,1162.090909090909,Divorced,2
100,26.818181818181817,1162.090909090909,Married,7
101,26.818181818181817,1162.090909090909,Single,2
102,23.818181818181817,1221.6363636363637,Divorced,1
103,23.818181818181817,1221.6363636363637,Married,5
104,23.818181818181817,1221.6363636363637,Single,5
105,32.63636363636363,1057.8181818181818,Divorced,3
106,32.63636363636363,1057.8181818181818,Married,3
107,32.63636363636363,1057.8181818181818,Single,5
108,33.5,1139.0,Divorced,1
109,33.5,1139.0,Married,6
110,33.5,1139.0,Single,5
111,34.07142857142857,1239.7142857142858,Divorced,3
112,34.07142857142857,1239.7142857142858,Married,9
113,34.07142857142857,1239.7142857142858,Single,2
114,33.76923076923077,1508.0,Divorced,1
115,33.76923076923077,1508.0,Married,7
116,33.76923076923077,1508.0,Single,5
117,28.214285714285715,1976.857142857143,Divorced,1
118,28.214285714285715,1976.857142857143,Married,8
119,28.214285714285715,1976.857142857143,Single,5
120,32.142857142857146,1607.142857142857,Divorced,2
121,32.142857142857146,1607.142857142857,Married,4
122,32.142857142857146,1607.142857142857,Single,1
123,32.90909090909091,1704.3636363636363,Divorced,1
124,32.90909090909091,1704.3636363636363,Married,7
125,32.90909090909091,1704.3636363636363,Single,3
126,32.416666666666664,1760.5,Divorced,2
127,32.416666666666664,1760.5,Married,5
128,32.416666666666664,1760.5,Single,5
129,33.166666666666664,1921.1666666666667,Divorced,3
130,33.166666666666664,1921.1666666666667,Married,6
131,33.166666666666664,1921.1666666666667,Single,3
132,31.5,1993.9166666666667,Divorced,2
133,31.5,1993.9166666666667,Married,6
134,31.5,1993.9166666666667,Single,4
135,34.25,2011.75,Divorced,3
136,34.25,2011.75,Married,7
137,34.25,2011.75,Single,2
138,36.333333333333336,54.55555555555556,Divorced,2
139,36.333333333333336,54.55555555555556,Married,4
140,36.333333333333336,54.55555555555556,Single,3
141,36.5,161.5,Divorced,4
142,36.5,161.5,Married,3
143,36.5,161.5,Single,3
144,39.53846153846154,94.38461538461539,Divorced,3
145,39.53846153846154,94.38461538461539,Married,5
146,39.53846153846154,94.38461538461539,Single,5
147,39.61538461538461,245.92307692307693,Divorced,3
148,39.61538461538461,245.92307692307693,Married,7
149,39.61538461538461,245.92307692307693,Single,3
150,36.625,330.0,Divorced,3
151,36.625,330.0,Married,3
152,36.625,330.0,Single,2
153,36.55555555555556,423.3333333333333,Divorced,3
