,Age,EmployeeNumber,MaritalStatus,count
0,21.285714285714285,111.71428571428571,Divorced,2
1,21.285714285714285,111.71428571428571,Married,1
2,21.285714285714285,111.71428571428571,Single,4
3,22.0,295.77777777777777,Divorced,3
4,22.0,295.77777777777777,Married,2
5,22.0,295.77777777777777,Single,4
6,28.0,51.0,Divorced,2
7,28.0,51.0,Married,3
8,28.0,51.0,Single,4
9,30.5,62.25,Divorced,3
10,30.5,62.25,Married,1
11,30.5,62.25,Single,4
12,30.22222222222222,167.55555555555554,Divorced,3
13,30.22222222222222,167.55555555555554,Married,4
14,30.22222222222222,167.55555555555554,Single,2
15,20.77777777777778,632.3333333333334,Married,3
16,20.77777777777778,632.3333333333334,Single,6
17,24.4,603.9,Divorced,1
18,24.4,603.9,Married,7
19,24.4,603.9,Single,2
20,20.285714285714285,939.1428571428571,Married,2
21,20.285714285714285,939.1428571428571,Single,5
22,30.0,548.5,Married,3
23,30.0,548.5,Single,5
24,31.22222222222222,857.7777777777778,Divorced,3
25,31.22222222222222,857.7777777777778,Married,5
26,31.22222222222222,857.7777777777778,Single,1
27,20.333333333333332,1119.111111111111,Married,2
28,20.333333333333332,1119.111111111111,Single,7
29,30.666666666666668,1076.1666666666667,Married,4
30,30.666666666666668,1076.1666666666667,Single,2
31,21.444444444444443,1655.7777777777778,Divorced,1
32,21.444444444444443,1655.7777777777778,Married,2
33,21.444444444444443,1655.7777777777778,Single,6
34,24.77777777777778,1665.3333333333333,Divorced,3
35,24.77777777777778,1665.3333333333333,Married,4
36,24.77777777777778,1665.3333333333333,Single,2
37,21.5,1914.125,Married,2
38,21.5,1914.125,Single,6
39,32.142857142857146,1607.142857142857,Divorced,2
40,32.142857142857146,1607.142857142857,Married,4
41,32.142857142857146,1607.142857142857,Single,1
42,36.333333333333336,54.55555555555556,Divorced,2
43,36.333333333333336,54.55555555555556,Married,4
44,36.333333333333336,54.55555555555556,Single,3
45,36.625,330.0,Divorced,3
46,36.625,330.0,Married,3
47,36.625,330.0,Single,2
48,36.55555555555556,423.3333333333333,Divorced,3
49,36.55555555555556,423.3333333333333,Married,3
50,36.55555555555556,423.3333333333333,Single,3
51,36.285714285714285,835.1428571428571,Divorced,2
52,36.285714285714285,835.1428571428571,Married,4
53,36.285714285714285,835.1428571428571,Single,1
54,36.375,945.25,Divorced,1
55,36.375,945.25,Married,4
56,36.375,945.25,Single,3
57,43.5,114.125,Divorced,3
58,43.5,114.125,Married,4
59,43.5,114.125,Single,1
60,43.2,409.6,Divorced,2
61,43.2,409.6,Married,2
62,43.2,409.6,Single,1
63,43.333333333333336,636.5555555555555,Divorced,4
64,43.333333333333336,636.5555555555555,Married,3
65,43.333333333333336,636.5555555555555,Single,2
66,43.5,884.0,Divorced,1
67,43.5,884.0,Married,4
68,43.5,884.0,Single,1
69,50.61538461538461,882.0769230769231,Divorced,2
70,50.61538461538461,882.0769230769231,Married,11
71,36.77777777777778,1404.4444444444443,Divorced,2
72,36.77777777777778,1404.4444444444443,Married,3
73,36.77777777777778,1404.4444444444443,Single,4
74,37.0,1577.0,Married,6
75,37.0,1577.0,Single,3
76,37.0,2020.7272727272727,Divorced,2
77,37.0,2020.7272727272727,Married,9
78,50.75,1111.75,Divorced,1
79,50.75,1111.75,Married,9
80,50.75,1111.75,Single,2
81,44.77777777777778,1575.6666666666667,Divorced,3
82,44.77777777777778,1575.6666666666667,Married,4
83,44.77777777777778,1575.6666666666667,Single,2
84,24.8,65.2,Divorced,1
85,24.8,65.2,Married,3
86,24.8,65.2,Single,1
87,25.166666666666668,159.83333333333334,Married,5
88,25.166666666666668,159.83333333333334,Single,1
89,22.8,400.2,Divorced,1
90,22.8,400.2,Married,1
91,22.8,400.2,Single,3
92,22.4,479.4,Divorced,1
93,22.4,479.4,Married,1
94,22.4,479.4,Single,3
95,27.6,220.8,Divorced,2
96,27.6,220.8,Married,3
97,27.8,282.0,Married,2
98,27.8,282.0,Single,3
99,28.8,337.2,Divorced,1
100,28.8,337.2,Married,1
101,28.8,337.2,Single,3
102,28.4,387.6,Married,2
103,28.4,387.6,Single,3
104,27.2,443.6,Married,3
105,27.2,443.6,Single,2
106,29.0,467.2,Divorced,1
107,29.0,467.2,Married,2
108,29.0,467.2,Single,2
109,32.57142857142857,33.0,Divorced,1
110,32.57142857142857,33.0,Married,2
111,32.57142857142857,33.0,Single,4
112,32.125,148.125,Divorced,1
113,32.125,148.125,Married,3
114,32.125,148.125,Single,4
115,30.833333333333332,254.5,Divorced,1
116,30.833333333333332,254.5,Married,3
117,30.833333333333332,254.5,Single,2
118,31.142857142857142,319.2857142857143,Divorced,1
119,31.142857142857142,319.2857142857143,Married,3
120,31.142857142857142,319.2857142857143,Single,3
121,33.0,298.3333333333333,Married,5
122,33.0,298.3333333333333,Single,1
123,34.42857142857143,280.42857142857144,Divorced,1
124,34.42857142857143,280.42857142857144,Married,3
125,34.42857142857143,280.42857142857144,Single,3
126,32.0,370.5,Divorced,2
127,32.0,370.5,Married,2
128,32.0,370.5,Single,2
129,32.0,420.42857142857144,Divorced,1
130,32.0,420.42857142857144,Married,6
131,30.571428571428573,458.14285714285717,Divorced,2
132,30.571428571428573,458.14285714285717,Married,3
133,30.571428571428573,458.14285714285717,Single,2
134,33.142857142857146,462.42857142857144,Married,2
135,33.142857142857146,462.42857142857144,Single,5
136,23.666666666666668,777.6666666666666,Divorced,1
137,23.666666666666668,777.6666666666666,Married,2
138,23.666666666666668,777.6666666666666,Single,3
139,24.666666666666668,911.1666666666666,Divorced,1
140,24.666666666666668,911.1666666666666,Married,4
141,24.666666666666668,911.1666666666666,Single,1
142,26.0,583.6,Divorced,3
143,26.0,583.6,Single,2
144,28.333333333333332,545.1666666666666,Divorced,3
145,28.333333333333332,545.1666666666666,Married,2
146,28.333333333333332,545.1666666666666,Single,1
147,27.0,673.1666666666666,Divorced,2
148,27.0,673.1666666666666,Married,3
149,27.0,673.1666666666666,Single,1
150,27.833333333333332,728.6666666666666,Divorced,3
151,27.833333333333332,728.6666666666666,Married,1
152,27.833333333333332,728.6666666666666,Single,2
153,26.6,799.2,Divorced,2
154,26.6,799.2,Married,1
155,26.6,799.2,Single,2
156,28.666666666666668,812.1666666666666,Divorced,1
157,28.666666666666668,812.1666666666666,Married,4
158,28.666666666666668,812.1666666666666,Single,1
159,27.833333333333332,881.8333333333334,Divorced,3
160,27.833333333333332,881.8333333333334,Married,2
161,27.833333333333332,881.8333333333334,Single,1
162,27.666666666666668,964.6666666666666,Divorced,1
163,27.666666666666668,964.6666666666666,Married,2
164,27.666666666666668,964.6666666666666,Single,3
165,31.75,575.5,Divorced,3
166,31.75,575.5,Married,4
167,31.75,575.5,Single,1
168,34.375,564.0,Divorced,3
169,34.375,564.0,Married,3
170,34.375,564.0,Single,2
171,31.0,639.0,Divorced,3
172,31.0,639.0,Married,2
173,31.333333333333332,721.1666666666666,Divorced,2
174,31.333333333333332,721.1666666666666,Married,2
175,31.333333333333332,721.1666666666666,Single,2
176,34.142857142857146,652.5714285714286,Divorced,2
177,34.142857142857146,652.5714285714286,Married,2
178,34.142857142857146,652.5714285714286,Single,3
179,34.142857142857146,719.1428571428571,Divorced,2
180,34.142857142857146,719.1428571428571,Married,1
181,34.142857142857146,719.1428571428571,Single,4
182,31.4,942.2,Married,4
183,31.4,942.2,Single,1
184,30.8,990.8,Divorced,1
185,30.8,990.8,Married,3
186,30.8,990.8,Single,1
187,34.0,793.5714285714286,Divorced,1
188,34.0,793.5714285714286,Married,2
189,34.0,793.5714285714286,Single,4
190,34.0,837.875,Divorced,1
191,34.0,837.875,Married,2
192,34.0,837.875,Single,5
193,34.285714285714285,912.1428571428571,Divorced,3
194,34.285714285714285,912.1428571428571,Married,3
195,34.285714285714285,912.1428571428571,Single,1
196,34.0,992.125,Divorced,3
197,34.0,992.125,Married,2
198,34.0,992.125,Single,3
199,26.0,1051.8,Divorced,1
200,26.0,1051.8,Married,3
